Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Ruswandi, R; Saefuddin, Asep; Mangkuprawira, Syafri; Riani, Etty; Kardono, Priyadi; ",Identifikasi Potensi Bencana Alam dan Upaya Mitigasi yang Paling Sesuai Diterapkan di Pesisir Indramayu dan Ciamis,RISET Geologi dan Pertambangan,18,2,1-19,2008,
"Nisa, Khoirin; Kokonendji, Célestin C; Saefuddin, Asep; ",Characterizations of multivariate normal Poisson model,Journal of the Iranian Statistical Society,14,,37-52,2015,
"Syam, M; Saefuddin, A; ",[Effect of soil cultivation and weeding on rainfed rice].[Indonesian],Seri Pola Bertanam (Indonesia). no. 6.,,,,1978,
"Saefuddin, Asep; ",Distribution Model of Vehicles Gasoline Consumption,,,,,2009,
"Dewi, Lia Ratih Kusuma; Saefuddin, Asep; Angraini, Yenni; ",Evaluation of Factors Influencing Food Insecurity in Central Java Using Spatial Panel Data Analysis,Xplore: Journal of Statistics,1,1,,2013,
"Munaf, Alfatihah RMNSP; Wijayanto, Hari; Saefuddin, Asep; Mangku, I Wayan; ","Satisfaction of women’s and men’s health conditions in DKI Jakarta, A multi-group structural equation model approach",AIP Conference Proceedings,1746,1,020061,2016,AIP Publishing
"Hajarisman, Nusar; Saefuddin, Asep; ",Penaksiran Dan Pengujian Model Regresi Beta-Logistik Heckman-Willis,FORUM STATISTIKA DAN KOMPUTASI,6,2,,2010,
"Saefuddin, Asep; Wigena, Aji Hamim; Nuryartono, Nunung; Kusumaningrum, Dian; ","Development And Aplication Of Bayesian Spatial Analysis On Poverty Data In East Java, Indonesia",,,,,2013,Louvain-la-Neuve: European Regional Science Association (ERSA)
"Saefuddin, Asep; Winaya, Aris; GlIrnadi, R Eddie; ",Variasi Genetik Populasi Sapi Lokal Indonesia Berdasarkan Penciri Molekuler DNA Mikrosatelit Kromosom Y,,,,,2009,
"Gurnadi, HR Eddie; Priyanto, Rudy; Saefuddin, Asep; ",Nilai Perdagingan Sapi Australian Commercial Cross dari Jenis Kelamin yang Berbeda,Buletin Peternakan,28,2,72-79,,
"Hadi, Soetrisno; Saefuddin, Asep; Suryani, Ani; ",Epidemiologi Hawar Daun Bibit Pinus merkusii yang Disebabkan oleh Pestalotia theae,,,,,2004,IPB (Bogor Agricultural University)
"Saefuddin, Asep; ",The translation procedures from Bahasa Indonesia into English,,,,,,"UIN Syarif Hidayatullah Jakarta: Fakultas Adab Dan Humaniora, 2011"
"Saefuddin, Asep; ",Mengelola Perbedaan,,,,,2015,
"Saefuddin, Asep; Harsono, Etty Riani; Mangkuprawira, Sjafri; Kartono, Priyadi; ",Model Kebijakan Pengembangan Wilayah Pesisir Yang Berkelanjutan Dan Berperspektif Mitigasi Bencana Alam Di Pesisir Indramayu Dan Ciamis,,,,,2009,
"Handayani, Dian; Mattjik, Ahmad Ansori; Saefuddin, Asep; ",Suatu Penilaian NMR Kumulatif Terhadap NMR TPB sebagai Gold Standar (Studi Kasus Mahasiswa IPB Angkatan 30-Angkatan 33),,,,,2002,IPB (Bogor Agricultural University)
"Aviliani, Aviliani; Sumarwan, U; Sugema, I; Saefuddin, A; ","SEGMENTASI NASABAH TABUNGAN MIKRO BERDASARKAN RECENCY, FREQUENCY, DAN MONETARY: KASUS BANK BRI",Jurnal Keuangan dan Perbankan,13,1,,2017,
"Kristiani, Enny; Sumarwan, Ujang; Yulianti, Lilik Noor; Saefuddin, Asep; ",The Effect of Two-Way and Three-Way Interaction of Perceived Rewards on the Relationship Quality,,,,,2013,Proceedings ISS 2013: International Seminar on Sciences 2013
"Krisnatuti, Diah; Syarief, Hidayat; Soekirman, Soekirman; Hardinsyah, Hardinsyah; Saefuddin, Asep; ",Analisis Status Gizi Anak Usia Di Bawah Dua Tahun (Baduta) Pada Program Jaring Pengaman Sosial Bidang Kesehatan (JPS-BK),Media Gizi dan Keluarga,30,1,,2013,
"Sartika, Tike; Mansjoer, SS; Saefuddin, A; Martojo, H; ",Prolactin promoter gene as marker assisted selection (MAS) for the control of broodiness of Kampung chicken,Indonesian Journal of Animal and Veterinary Sciences,9,4,239-245,2014,
"Saefuddin, Asep; Untari, Nirawita; Mattjik, Ahmad Ansori; ",Analisis Deret W Aktu Dengan Ragam Galat Heterogen Dan Aslme1rik Studi Indeks Harga Saham Gabungan (Ihsg) Peri Ode 1999-2008,,,,,2009,
"Marliati, Marliati; Sumardjo, Sumardjo; Asngari, Pang S; Tjitropranoto, Prabowo; Saefuddin, Asep; ",Faktor-faktor penentu peningkatan kinerja penyuluh pertanian dalam memberdayakan petani (Kasus di Kabupaten Kampar Provinsi Riau),Jurnal Penyuluhan,4,2,,2008,
"Saefuddin, Asep; ",Perumusan Ukuran Ketahanan Keluarga (Measurement of Family Strength),,,,,2003,IPB (Bogor Agriculture University)
"Sudana, Wayan; Saefuddin, A; Bernsten, R; ","Economic evaluation of the introduced cropping patterns in Indramayu, West Java, 1977-78",Report of a workshop on cropping systems research in Asia,,,,1982,"Manila: International Rice Research Institute, 1982."
"Trisyulianti, Erlin; Arkeman, Yandra; Hardjomidjojo, Hatrisari; Saefuddin, Asep; ",Desain Sistem Pakar Untuk Interpretasi Bagan Kendali Mutu Pakan,Journal of Agroindustrial Technology,15,1,,2005,
"Saefuddin, Asep; Ratnaningsih, Dewi Juliah; ",Pemodelan Daya Tahan Mahasiswa Putus Kuliah pada Pendidikan Tinggi Jarak Jauh dengan Regresi Cox,STATISTIKA: Journal of Theoretical Statistics and Its Applications,8,1,,2014,
"Hubeis, Musa; Saefuddin, Asep; Affandi, Joko; ",Peran Ombudsman sebagai Moderator Kelembagaan Pemberdaya Modal Sosial Masyarakat,Jurnal Aplikasi Manajemen-Journal of Applied Management,13,1,117-125,2015,
"Kristiani, Enny; Sumarwan, Ujang; Yulianti, Lilik Noor; Saefuddin, Asep; ",An Analysis of Female Consumers’ Preferences of Reward Benefits and Travel Purposes,,,,,2013,International Seminar on Family and Consumer Sciences
"Saefuddin, Asep; ",Contiguous Diseases Outbreak In Indonesia: The Applications Of Spatial Scan Statistics Method,,,,,2010,"The Islamic Countries Society of Statistical Sciences, Lahore: Pakistan"
"Purnomohadi, Eri; Sumarwan, Ujang; Saefuddin, Asep; Yusuf, Eva Z; ","Analisis Persepsi, Perilaku Konsumsi dan Preferensi Terhadap Pangan Tradisional",,,,,2012,Divisi R & D Perum BULOG
"Hajarisman, Nusar; Saefuddin, Asep; ",The beta-binomial multivariate model for correlated categorical data,STATISTIKA: Journal of Theoretical Statistics and Its Applications,8,1,,2014,
"Sunarti, Euis; Syarief, Hidayat; Megawangi, Ratna; Saefuddin, Asep; ",Perumusan Ukuran Ketahanan Keluarga (Measurement of Family Strength),,,,,2003,IPB (Bogor Agriculture University)
"Sunarti, Euis; Syarief, Hidayat; Megawangi, Ratna; Saefuddin, Asep; ",Pengaruh Ketahanan Keluarga Terhadap Kualitas Kehamilan,,,,,2003,IPB (Bogor Agricultural University)
"Saefuddin, Asep; Sunarti, Euis; Syarief, Hidayat; Megawangi, Ratna; ",The Influence of Family Strength on the Quality of Pregnancy,,,,,2003,IPB (Bogor Agricultural University)
"Kristiani, Enny; Sumarwan, Ujang; Yuliati, Lilik Noor; Saefuddin, Asep; ",Managing Rewards to Enhance Customer Lifetime Value,Asian Social Science,10,2,84,2013,
"Sartika, Tike; Duryadi, D; Mansjoer, SS; Saefuddin, A; Martojo, H; ",Gen promotor prolaktin sebagai penanda pembantu seleksi untuk mengontrol sifat mengeram pada ayam Kampung,JITV,9,4,239-245,2004,
"Mansjoer, SS; Saefuddin, A; Kaomini, M; ",Analisis interaksi genotipe-lingkungan pada beberapa sifat kuantitatif ulat sutera (Bombyx mori L.),,,,,2010,IPB (Bogor Agricultural University)
"Saefuddin, A; Noor, RR; Djajanegara, A; Inounu, I; ",[Genetic quality improvement of fat-tail sheep through integrated selection program].[Indonesian],,,,,1999,
"Saefuddin, Asep; ",Analisis Daya Tahan Mahasiswa Putus Kuliah Pada Pendidikan Tinggi Jarak Jauh (Studi Kasus: Mahasiswa Jurusan Manajemen Fakultas Ekonomi Universitas Terbuka),,,,,2008,
"Hidayat, Zinggara; Saefuddin, Asep; Sumartono, Sumartono; ","Motivasi, Kebiasaan, dan Keamanan Penggunaan Internet",Jurnal ILMU KOMUNIKASI,13,2,129-150,2017,
"Purnomohadi, Eri; Sumarwan, Ujang; Saefuddin, Asep; Yusuf, Eva Z; ","Analisis Persepsi, Perilaku Konsumsi dan Preferensi Terhadap Pangan Tradisional (Perception Analysis, Consumption Behavior, and Preference Toward Traditional Food)",JURNAL PANGAN,21,3,297-312,2012,
"Wulandari, Reny; Saefuddin, Asep; Afendi, Farit Mochamad; ",Application Geographically Weighted Ridge Regression and Geographically Weighted Lasso in Case Correlation of Covariate,,,,,,
"Yunus, M; Saefuddin, Asep; Soleh, Agus M; ",Characteristics of Group LASSO in Handling High Correlated Data,Applied Mathematical Sciences,11,20,953-961,2017,
"Munaf, Alfatihah RMNSP; Wijayanto, Hari; Saefuddin, Asep; Mangku, I Wayan; ",Multilevel Structural Equation Model with Gifi System in Understanding the Satisfaction of Health Condition at Java,Applied Mathematical Sciences,11,16,773-781,2017,
"Sawit, MH; Saefuddin, A; Manwan, I; ",Penerapan teknologi intensifikasi supra insus di jalur pantura Jawa Barat: Permasalahan yang perlu diteliti,Jurnal Penelitian dan Pengembangan Pertanian,8,1,5-14,1989,
"Untari, Nirawita; Mattjik, Ahmad Ansori; Saefuddin, Asep; ","Indeks Harga Saham Gabungan (IHSG) merupakan salah satu indikator yang digunakan pemerintah dalam mengambil kebijakan dalam bidang ekonomi. Selain itu pemerintah menganggap pentingnya pasar modal sebagai alternatif pembiayaan selain perbankan. Fluktuasi yang sangat besar terjadi di pasar bursa, karena setiap transaksi tercatat dengan skala waktu yang kecil sehingga perubahan nilai yang terjadi begitu cepat. Pada kasus ini asumsi kehomogenan ragam tidak terpenuhi. Pada pasar bursa juga memperlihatkan adanya pengaruh asimetrik (leverage), yaitu hubungan yang negatif antara perubahan nilai return dengan pergerakan volatilitasnya. Model EGARCH yang memodelkan ragam bersyarat sebagai fungsi log-linear digunakan sebagai fungsi ragam dalam memodelkan nilai harian IHSG, sehingga nilai ragam bersyarat yang diprediksi tidak akan pernah negatif. Model EGARCH terpilih adalah MA (1)-EGARCH (1, 1). Model EGARCH terbukti sangat baik dalam memodelkan nilai harian IHSG, tetapi belum cukup baik untuk meramalkan nilai IHSG yang akan datang. Selain ramalan terhadap nilai harian IHSG, pemodelan fungsi ragam juga menghasilkan peramalan terhadap ragam bersyaratnya. Ramalan ragam bersyarat sangat berguna bagi pemegang aset dalam melihat perilaku pergerakan IHSG dan untuk menghitung besarnya resiko memegang suatu aset di masa yang akan datang.",Forum Statistika dan Komputasi,14,1,,2009,
"Bangun, Yuni Ros; Mangkuprawira, Sjafri; Saefuddin, Asep; Djohar, Setiadi; ",Pemodelan Kapabilitas Organisasi Terhadap Kinerja Ditinjau Dari Faktor Kepemimpinan-budaya Organisasi-perilaku Politik Dalam Organisasi-Studi Kasus Pada Kelompok Perkebunan Kelapa Sawit Negara Dan Kelompok Perkebunan Kelapa Sawit Swasta,Journal of Technology Management,9,3,,,Bandung Institute of Technology
"Saefuddin, Asep; Wigena, Aji Hamim; Nuryartono, Nunung; ",Pengembangan dan Aplikasi Geoinformatika Bayesian pada Data Kemiskinan di Indonesia (Studi Kasus Jawa Timur),Jurnal Ilmu Pertanian Indonesia,17,2,77-82,2014,
"Wibowo, Rimun; Mangkuprawira, Sjafri; Saefuddin, Asep; Irianto, Sumarjo Gatot; ",MODEL PENGENDALIAN MUTU LAHAN KERING BERBASIS PEMBERDAYAAN MASYARAKAT DI KABUPATEN PONOROGO,Jurnal Pengelolaan Sumberdaya Alam dan Lingkungan (Journal of Natural Resources and Environmental Management),2,2,94,2012,
"Saefuddin, Asep; ",Spatial Scan Statistic for Aids Hotspots Detection at Regencies and Municipalities in Java,,,,,2009,
"Hafid, H; Gurnadi, RE; Priyanto, R; Saefuddin, A; ",IDENTIFICATIONS OF CARCASS CHARACTERISTIC FOR ESTIMATING THE COMPOSITION OF BEEF CARCASS,Journal of the Indonesian Tropical Animal Agriculture,35,1,22-26,2010,
"Hadi, Soetrisno; Suryani, Ani; Saefuddin, Asep; ",Patogenesis Hawar Daun Bibit Pinus Merkusii yang Disebabkan oleh Pestalotia Theae di Pesemaian,Jurnal Hama dan Penyakit Tumbuhan Tropika,4,1,32-41,2014,
"Suhartono, Doni; Saefuddin, Asep; Sumertajaya, I Made; ",Survival Analysis Of Customer In Postpaid Telecommunication Industry,Forum Statistika dan Komputasi,18,1,,2013,
"Damanhuri, Didin S; Saefuddin, Asep; ",Using Study of Assessment-Sales Ratio (ASR) for Estimating of the Potential Loss of Property Tax in the Jakarta Greater Area,GSTF Business Review (GBR),3,2,103,2014,Global Science and Technology Forum
"Saefuddin, Asep Zaenal; ",Pengendalian mesin otomasi produksi genteng berbasis PLC (programmable logic controller),,,,,2001,FT UI
"Prasetya, Hendra; Saefuddin, Asep; ",PERFORMANCE COMPARISON BETWEEN KIMURA 2-PARAMETERS AND JUKES-CANTOR MODEL IN CONSTRUCTING PHYLOGENETIC TREE OF NEIGHBOUR JOINING,Forum Statistika dan Komputasi,16,1,,2012,
"Saefuddin, Asep; Juliah Ratnaningsih, Dewi; Wijayanto, Hari; ",Analisis Daya Tahan Mahasiswa Putus Kuliah Pada Pendidikan Tinggi Jarak Jauh,,,,,2008,STATISTIKA Forum Teori dan Apikasi Statistika Jur-Statistika FMIPA. Univ-Islam Bandung
"Tadjoedin, Achmad Ramzy; Mangkuprawira, Syafri; Sumardjo, Sumardjo; Saefuddin, Asep; ",Pengaruh Nilai Kerja terhadap Kinerja Lingkungan di Bandara,BISNIS & BIROKRASI: Jurnal Ilmu Administrasi dan Organisasi,16,3,,2011,
"Saefuddin, Asep; Widyaningsih, Yekti; Ginting, Ardinata; Mamat, Mustafa; ",Land price model considering spatial factors,Asian Journal of Mathematics & Statistics,5,4,,2012,"Asian Network for Scientific Information, 308-Lasani Town Faislabad 38090 Pakistan"
"Saefuddin, A; ",[Survey on cropping systems at small farm management levels with limited water supply (5 month rainy season) in Indramayu (Indonesia)[Java]].[Indonesian],Seri Pola Bertanam (Indonesia). no. 6.,,,,1978,
"Haryono, Tubagus; Sumarwan, Ujang; Saefuddin, Asep; ",TARAKAN STRUCTURAL MODEL OF IMPLEMENTATION OF THE PREFERENCE PROGRAM CITY GAS UNDER ANY THEORY OF PLANNED BEHAVIOUR,"European Scientific Journal, ESJ",9,21,,2013,
"Sawit, MH; Saefuddin, A; Manwan, I; ","Technology application of"" supra insus"" intensification in Northern West Java coast farming belt: problems to be investigated",Jurnal Penelitian dan Pengembangan Pertanian (Indonesia),,,,1989,
"Sudana, W; Saefuddin, A; Bernsten, R; ","Economic evaluation of the introduced cropping patterns Indramayu, West Java.","International Rice Research Inst., College, Laguna (Philippines). Cropping Systems Conference. College, Laguna (Philippines). 3-7 Mar 1980.",,,,1980,
"Saefuddin, Asep; Nasoetion, Andi Hakim; Siregar, Emir A; ",Model Jenjang Ganda Untuk Bobot Badan Anak Yang Berumur 6-47 Bulan,,,,,1999,IPB (Bogor Agriculture University)
"Hutabarat, Ida Mariati; Saefuddin, Asep; Hardinsyah, Hardinsyah; Djuraidah, Anik; ",Estimation of Percentage on Malnutrition Occurrences in East Java using Geographically Weighted Regression Model,Makara Journal of Health Research,,,92-98,2016,
"Saefuddin, Asep; Syarif, Rizal; Zain, Alinda Fitriany Malik; ",Management Strategic To Develop An Eco Industrial Park (Case Study: Cilegon Industrial Park-Banten Province),,,,,2009,IPB (Bogor Agricultural University)
"Saefuddin, Asep; ",Data science untuk kemajuan industri sawit,,,,,2015,RADAR BOGOR
"Winaya, A; Basar, M; Gunardi, RE; Saefuddin, A; ",Contributions of Bos Indicus Breed to Genetic Diversity of Sumatra Native Cattle Based on Y-Chromosome Microsatellite Marker,International Seminar on Animal Industry,,,,2012,
"Winaya, A; Muladno, Muladno; Gurnadi, RE; Saefuddin, A; ",Y chromosome microsatellites variation in Bali cattle (Bos sondaicus) population,Animal Production,11,3,,2009,
"Saefuddin, Asep; ",Pengenalan Umum Analisis Statistika Dengan Sas Seri 1: Peringkasan dan Penyajian Data,,,,,2010,IPB (Bogor Agricultural University)
"Saefuddin, Asep; Saepudin, Didin; Kusumaningrum, Dian; ",Geographically Weighted Poisson Regression (GWPR) for Analyzing The Malnutrition Data in Java-Indonesia,,,,,2013,Louvain-la-Neuve: European Regional Science Association (ERSA)
"Saefuddin, Asep; Sudarnika, Etih; ",The Role Of Satistics In Biological And Medical Sciences In Developing Countries,,,,,2008,"Deparbnent of Mathematics, lITM"
"Afendi, Farit M; Saefuddin, Asep; Martono, Totong; Jusuf, Muhamad; ",Evaluation of the Performance of Maximum Likelihood and Regression Approach in Quantitative Trait Loci Mapping for Trait in Binary Scale,,,,,2008,Malaysian Journal of Mathematical Sciences
"Saefuddin, Asep; ",Indonesia Case Small Area Estimation,,,,,2009,
"Aisyah, Syarifah Iis; Aswidinnoor, Hajrial; Saefuddin, Asep; Marwoto, Budi; Sastrosumarjo, Sarsidi; ",Induksi mutasi pada stek pucuk anyelir (Dianthus caryophyllus Linn.) melalui iradiasi sinar gamma,Jurnal Agronomi Indonesia (Indonesian Journal of Agronomy),37,1,,2009,
"Hajarisman, Nusar; Saefuddin, Asep; ",Pendekatan Nonparametrik untuk Analisis Trend pada Respons Biner,FORUM STATISTIKA DAN KOMPUTASI,11,1,,2012,
"Sunarti, Euis; Syarief, Hidayat; Megawangi, Ratna; Saefuddin, Asep; ",The Influence of Family Strength on the Quality of Pregnancy,Media Gizi dan Keluarga,27,1,,2003,
"Saefuddin, Asep; ",Measurement of Family Strength,,,,,2003,IPB (Bogor Agricultural University)
"Kristiani, Enny; Sumarwan, Ujang; Yulianti, Lilik Noor; Saefuddin, Asep; ",Modeling of Customer Non-Financial Valuation: Empirical Study on Loyalty Reward Program,,,,,2013,Journal of Social Sciences
"Saefuddin, Asep; ",The Application Of Statistics In Marker Assisted Selection,,,,,2006,Journal of MSMSSEA
"Saefuddin, Asep; Suradisastra, Kedi; Kasim, Husni; ","Potensi, kendala, dan peluang pembangunan pertanian di Sukabumi selatan","Lokakarya/Pelatihan Pemahaman Pedesaan dalam Waktu Singkat (1991: Bogor, Indonesia)",,,,1991,"Proyek Pembangunan Penelitian Pertanian Terapan, Badan Penelitian dan Pengembangan Pertanian, Departemen Pertanian"
"Saefuddin, Asep; ","Perguruan Tinggi, Peran Pemerintah Dan Pengembangan Blue Economy",RISALAH KEBIJAKAN PERTANIAN DAN LINGKUNGAN: Rumusan Kajian Strategis Bidang Pertanian dan Lingkungan,1,3,135-142,2015,
"Winaya, A; Gurnadi, RE; Saefuddin, Asep; ",Y-Chromosome microsatellites variation in bali cattle (Bos sondaicus) population (variasi mikrosatelit kromosom y pada populasi sapi bali),,,,,2012,
"Sunaryo, Sony; Setiawan, Setiawan; Djuraidah, Anik; Saefuddin, Asep; ",Sejarah Perkembangan Statistika dan Aplikasinya,Forum Statistika dan Komputasi,8,1,,2012,
"Saefuddin, Asep; ",A Brief Review Of Geoinformatics Analysis On Poverty Data In Indonesia,Islamic Countries Society of Statistical Sciences,,,91,2011,
"Kristiani, Enny; Sumarwan, Ujang; Yulianti, Lilik Noor; Saefuddin, Asep; ",The role of relational reward benefits for developing the non-financial value of a customer to an organization: structural equation modeling approach,,,,,2014,Gadjah Mada International Journal of Business
"Tahrir, Ruswandi; Saefuddin, Asep; Mangkuprawira, Syafri; ",Identifikasi Potensi Bencana Alam dan Upaya Mitigasi yang Paling Sesuai Diterapkan di Pesisir Indramayu dan Ciamis,,,,,2012,LIPI
"Sulaiman, Fatah; Saefuddin, Asep; Syarif, Rizal; Zain, Alinda FM; ","Industrial areas management strategy towards eco-industrial park (study case: industrial areas in Cilegon, Banten Province)",,,,,2009,
"Suradisastra, K; Saefuddin, A; Mailan, AH; Manwan, I; ",[Studies for supporting the SUPRA INSUS (rice intensification) program in West Java (Indonesia): a special study].[Indonesian],"Lokakarya Penelitian Komoditas dan Studi Khusus. Caringin, Bogor (Indonesia). 21-23 Aug 1989.",,,,1989,
"Arman, Arman; Saefuddin, Asep; Pradina, Fathia Anggriani; ",The Role of Oil Palm and Rubber Industry toward Regional Economic in West Kalimantan-Indonesia,The Winners,18,2,,2017,
"Saefuddin, A; Mangku, IW; Siregar, H; ",ASYMPTOTIC NORMALITY OF MODIFIED LOCAL GETIS STATISTIC,Far East Journal of Mathematical Sciences,80,2,155,2013,Pushpa Publishing House
"Saefuddin, Asep; ",Tingkat Insidensi Malaria di Wilayah Pemanasan Kelambu Berinsektisida Tahan Lama dan Wilayah Kontrol,,,,,2011,
"Saefuddin, Asep; Setiabudi, Nur Andi; Achsani, Noer Azam; ",Comparisson between Ordinary Linear Regression and Geographically Weighted Regression: With Application to Indonesian Poverty Data,European Journal of Scientific Research,57,2,275-285,2011,
"Lukman, M; Saefuddin, Asep; Mansjoer, Sri Supraptini; ",Pendugaan Bobot Badan melalui Beberapa Ukuran Tubuh pada Kambing Kacang di unit Pendidikan dan Penelitian Peternakan Jonggol,,,,,1987,IPB (Bogor Agricultural University)
"Budiyanto, Pien; Saefuddin, Asep; Putri, Eka Intan Kumala; ",ANALISIS KEBERLANJUTAN PT EAST JAKARTA INDUSTRIAL PARK DALAM MEWUJUDKAN KAWASAN INDUSTRI YANG BERWAWASAN LINGKUNGAN,Jurnal Pengelolaan Sumberdaya Alam dan Lingkungan (Journal of Natural Resources and Environmental Management),5,2,199,2015,
